Title ID	Region	Name	PKG direct link	RAP	Content ID	Last Modification Date	Download .RAP file	File Size	SHA256
SLUS21183	US	Teen Titans (PS2CV)	https://www.dropbox.com/scl/fi/81atba659lcfuy8lrkri0/Teen-Titans-PS2-Classics-Vault-PS2-Classics-SLUS21183.pkg?rlkey=crtqwnyi9ma7bctvodco8x0um&dl=1	MISSING	UP0000-SLUS21183_00-TEENTITANSPS2		1258762240	1258762240
SLUS21029	US	Midnight Club 3 - DUB Edition (PS2CV)	https://www.dropbox.com/scl/fi/le57sjdwwharfkg3bqoiq/Midnight-Club-3-DUB-Edition-PS2-Classics-Vault-PS2-Classics-SLUS21029.pkg?rlkey=yx9ehypmxgjownkt9k9d8j34m&dl=1	MISSING	UP0000-SLUS21029_00-MIDNIGHTCLUB3DEPS2		4639965184	4639965184
SLUS20519	US	Tak & The Power of Juju (PS2CV)	https://www.dropbox.com/scl/fi/5a20axi03bly8dskqo1zu/Tak-and-The-Power-of-Juju-PS2-Classics-Vault-PS2-Classics-SLUS20519.pkg?rlkey=pgbpmojgkda51otd9vx8vxqvg&dl=1	MISSING	UP0000-SLUS20519_00-TAK&THEPOWEROFJUJUPS2		3059113984	3059113984
SLUS21613	US	Manhunt 2 (PS2CV)	https://www.dropbox.com/scl/fi/arzstjw6ryaaolkhj1x5t/Manhunt-2-PS2-Classics-Vault-PS2-Classics-SLUS21613.pkg?rlkey=75ps52dzkkbxadz6tmvn5qs3i&dl=1	MISSING	UP0000-SLUS21613_00-MANHUNT2PS2		2685530112	2685530112
SLUS20578	US	The Lord of the Rings - The Two Worlds (PS2CV)	https://www.dropbox.com/scl/fi/8cbh3495673o7nx8hlixd/The-Lord-of-the-Rings-The-Two-Towers-PS2-Classics-Vault-PS2-Classics-SLUS20578.pkg?rlkey=incttq2uw2b0oh28x7ppruu3i&dl=1	MISSING	UP0000-SLUS20578_00-THELORDOFTHERINGSTTWPS2		4147675136	4147675136
SLUS21138	US	X-Men Legends 2 - Rise of Apocalypse (PS2CV)	https://www.dropbox.com/scl/fi/p7csqhwuz536s49310avx/X-Men-Legends-2-Rise-of-Apocalypse-PS2-Classics-Vault-PS2-Classics-SLUS21138.pkg?rlkey=yyofzwq0d6r1f5uy9caqfpow1&dl=1	MISSING	UP0000-SLUS21138_00-XMENLEGENDSROTAPS2		1786589184	1786589184
SLUS21413	US	Thrillville (PS2CV)	https://www.dropbox.com/scl/fi/jnx3kcdg38qy8lialqueq/Thrillville-PS2-Classics-Vault-PS2-Classics-SLUS21413.pkg?rlkey=qb7zzl17ulbhbpp54ujcoue9e&dl=1	MISSING	UP0000-SLUS21413_00-THRILLVILLEPS2		4524773376	4524773376
SLUS20550	US	True Crime - Streets of L.A (PS2CV)	https://www.dropbox.com/scl/fi/1t1shb5v5l71p83ned10k/True-Crime-Streets-of-L.A-PS2-Classics-Vault-PS2-Classics-SLUS20550.pkg?rlkey=1g9avlm8qui73i87s33r2vrk9&dl=1	MISSING	UP0000-SLUS20550_00-TRUECRIMESOLAPS2		2909806592	2909806592
SLUS21168	US	Castlevania: Curse of Darkness (PS2CV)	https://www.dropbox.com/scl/fi/qyzqjdx41dqt8e0z5k7qu/Castlevania-Curse-of-Darkness-PS2-Classics-Vault-PS2-Classics-SLUS21168.pkg?rlkey=ghyp106k3g6y7hpj97hfwfdkk&dl=1	MISSING	UP0000-SLUS21168_00-CASTLEVANIACODPS2		3554353152	3554353152
SLUS20872	US	Juiced (PS2CV)	https://www.dropbox.com/scl/fi/eul6fy9yhvh1w0o71bgjs/Juiced-PS2-Classics-Vault-PS2-Classics-SLUS20872.pkg?rlkey=gqtf53askv4dlsopmyo351wky&dl=1	MISSING	UP0000-SLUS20872_00-JUICEDPS2		4610134016	4610134016
SLUS20672	US	Final Fantasy X-2 (PS2CV)	https://www.dropbox.com/scl/fi/y0xt2tqmy32ubivcejeq6/Final-Fantasy-X-2-PS2-Classics-Vault-PS2-Classics-SLUS20672.pkg?rlkey=a4zrembk4i975gctuw6jk2vvc&dl=1	MISSING	UP0000-SLUS20672_00-FINALFANTASTX2PS2		4016738304	4016738304
