Title ID	Region	Name	PKG direct link	RAP	Content ID	Last Modification Date	Download .RAP file	File Size	SHA256
NP00PKGI3	US	PS2CV Store v1.36 BETA (Update Available)	https://github.com/PS2ClassicsVault/ps2classicsvault.github.io/releases/download/v1.36b/PS2CV_Store_v1.36_BETA_Installer.pkg	MISSING	UP0000-NP00PKGI3_00-PS2CV_Store_v1.36_BETA		7462912	7462912
